PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,SHOT_TYPE,SHOT_DISTANCE,SHOT_MADE_FLAG,YEAR,MONTH,DAY,HOME,Above the Break 3,Backcourt,In The Paint (Non-RA),Left Corner 3,Mid-Range,Restricted Area,Right Corner 3,Back Court(BC),Center(C),Left Side Center(LC),Left Side(L),Right Side Center(RC),Right Side(R),Driving Layup Shot,Jump Shot,Layup Shot,Pullup Jump shot,Step Back Jump shot,LOC_RATIO
3,7,51,0,0,0,2009,12,9,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,-0.00248243569191573
1,6,34,1,25,0,2009,12,11,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.5375962660996871
1,6,12,0,0,0,2009,12,11,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,-0.00248243569191573
1,1,36,0,22,1,2009,12,11,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-67.21510116217453
1,1,7,1,25,0,2009,12,11,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.493396711265557
3,6,14,1,24,0,2009,12,11,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.0729712459933032
3,4,12,0,23,0,2009,12,11,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.030924987689564278
3,3,22,0,21,0,2009,12,11,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.8557552453003197
3,0,1,0,0,1,2009,12,11,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,-0.00248243569191573
1,10,5,0,0,0,2009,12,12,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,-0.00248243569191573
1,9,59,1,26,0,2009,12,12,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-4.3637456081121115
1,7,59,1,23,1,2009,12,12,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1.6780642181686565
1,4,47,0,15,0,2009,12,12,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,-0.8713339062887978
1,1,7,0,0,1,2009,12,12,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,-0.00248243569191573
2,9,56,1,25,1,2009,12,12,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.22324275794386253
3,9,3,0,20,0,2009,12,12,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-4.633257841449172
4,10,29,0,0,0,2009,12,12,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,-0.00248243569191573
4,10,3,1,24,1,2009,12,12,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1.5204726995482079
4,1,2,0,0,1,2009,12,12,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,-0.00248243569191573
1,5,43,0,21,0,2009,12,14,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-15.792645404521945
1,3,48,1,26,0,2009,12,14,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-2.118031045847516
2,1,25,0,0,1,2009,12,14,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,-0.00248243569191573
2,0,39,0,17,1,2009,12,14,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,3.9786170026478955
2,0,12,0,19,0,2009,12,14,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.22678080550901503
3,10,46,1,24,0,2009,12,14,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.20270874063523778
3,9,58,0,8,0,2009,12,14,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.46483913359503637
3,6,59,0,0,0,2009,12,14,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,-0.00248243569191573
3,4,34,1,25,0,2009,12,14,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-4.15428581892273
3,3,45,0,18,0,2009,12,14,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,-0.9310542223948434
3,0,53,1,22,1,2009,12,14,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.9756875593142851
4,4,54,0,0,1,2009,12,14,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,-0.00248243569191573
4,1,17,0,0,1,2009,12,14,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,-0.00248243569191573
1,9,54,0,18,1,2009,12,16,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.734131998899362
1,1,46,0,15,0,2009,12,16,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,-1.0251547590004506
1,1,3,0,17,1,2009,12,16,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,4.635379998095911
1,0,31,1,22,0,2009,12,16,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1.6690808387865625
3,6,52,0,20,1,2009,12,16,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0.8267502862514782
3,5,47,1,28,0,2009,12,16,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.20585390744393
3,2,6,0,11,0,2009,12,16,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0.5560578621010995
3,0,3,0,8,0,2009,12,16,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.19250586393637914
4,0,48,0,10,1,2009,12,16,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,-0.6858186251834943
1,10,18,0,22,1,2009,12,18,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-2.014885409829114
1,9,20,0,20,1,2009,12,18,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,2.6448251429259875
1,8,51,1,23,1,2009,12,18,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,-1.1890866964276345
1,5,28,1,25,1,2009,12,18,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,36.088971998511845
1,5,9,1,26,0,2009,12,18,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-1.6070084272710548
1,2,40,0,1,0,2009,12,18,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.05795905575699663
2,8,10,0,9,0,2009,12,18,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.3493818079441195
2,7,46,0,17,0,2009,12,18,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,3.272611435338365
2,5,39,1,25,1,2009,12,18,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.3638781681601178
2,0,1,0,21,0,2009,12,18,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,19.846019606092554
3,6,56,0,21,1,2009,12,18,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,-4.770893833429427
3,4,15,1,27,1,2009,12,18,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0427873597860754
4,11,33,1,22,0,2009,12,18,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1.1344731112054887
4,7,10,1,26,1,2009,12,18,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.05872041335837995
4,5,47,1,23,0,2009,12,18,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,-1.5997790337870876
4,0,10,1,26,0,2009,12,18,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.5704044698408273
1,9,55,0,0,1,2009,12,22,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,-0.00248243569191573
1,7,57,0,20,1,2009,12,22,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1.5880805265847415
1,5,9,1,26,0,2009,12,22,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-1.9587147428524712
1,4,38,0,0,1,2009,12,22,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,-0.00248243569191573
1,2,9,0,15,1,2009,12,22,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,-2.6738101300102417
1,0,33,1,26,0,2009,12,22,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.13907466321721565
2,10,52,0,19,0,2009,12,22,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,7.971876968819035
2,2,26,0,18,0,2009,12,22,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,7.390380721846547
3,5,3,1,25,1,2009,12,22,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-1.288788936722331
3,2,36,1,26,0,2009,12,22,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.6086557681157394
4,7,0,1,24,1,2009,12,22,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-2.780406181509309
4,4,37,1,26,0,2009,12,22,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.2262020343751243
4,1,37,0,0,0,2009,12,22,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,-0.00248243569191573
1,2,16,1,26,0,2009,12,23,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.009271644214481043
2,9,51,0,21,1,2009,12,23,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-3.382411031588668
2,8,43,0,0,1,2009,12,23,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,-0.00248243569191573
2,8,12,0,17,0,2009,12,23,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,-1.8154074575999735
2,5,5,1,25,1,2009,12,23,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2.1260008081228112
2,1,15,0,10,0,2009,12,23,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,-0.647706355077891
3,8,29,1,26,1,2009,12,23,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-0.6788841967037363
3,3,4,1,23,1,2009,12,23,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1.4105881410466476
3,0,58,0,0,0,2009,12,23,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,-0.00248243569191573
4,8,34,0,15,0,2009,12,23,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1.2212382652973655
4,2,43,0,0,0,2009,12,23,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,-0.00248243569191573
4,0,57,1,25,0,2009,12,23,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-6.246745749993448
1,10,37,1,25,1,2009,12,26,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,126.86530603577248
1,7,51,1,25,1,2009,12,26,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-81.83590866572912
2,1,38,1,26,1,2009,12,26,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.0571513423635706
3,10,58,0,20,0,2009,12,26,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-1.1483801827153672
3,5,43,1,25,0,2009,12,26,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-0.6822059877464816
3,4,57,0,5,0,2009,12,26,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.14246605574667073
1,10,32,0,22,0,2009,12,28,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,3.353279022665295
1,10,10,0,3,0,2009,12,28,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,-0.06752023707044613
1,8,37,1,27,0,2009,12,28,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,21.442101450073068
1,7,13,0,13,0,2009,12,28,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0.6622850697713967
1,10,4,0,0,1,2009,12,29,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,-0.00248243569191573
1,8,33,0,18,1,2009,12,29,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-6.46645814208926
1,3,45,0,16,0,2009,12,29,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,-0.7329856907323972
1,2,12,1,25,0,2009,12,29,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-1.094655455974728
2,2,26,0,0,1,2009,12,29,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,-0.00248243569191573
2,1,54,0,0,0,2009,12,29,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,-0.00248243569191573
3,7,9,0,23,0,2009,12,29,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-0.9587248525554983
3,6,53,0,0,1,2009,12,29,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,-0.00248243569191573
1,10,21,0,0,0,2010,1,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,-0.00248243569191573
1,9,36,1,24,1,2010,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,-6.694941863893447
1,4,58,0,0,1,2010,1,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,-0.00248243569191573
2,3,30,0,19,0,2010,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,-1.1035978155007093
2,2,57,0,19,1,2010,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,-1.0009621617874844
4,11,40,1,26,0,2010,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.15291264465116483
4,10,22,0,22,0,2010,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.024419872167914792
4,5,53,0,17,0,2010,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,-1.8704791001782086
4,0,17,0,22,0,2010,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-1.9084591525701429
1,9,36,1,25,1,2010,1,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.909486450564068
1,8,5,1,25,1,2010,1,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4.192948353657214
1,6,19,0,14,1,2010,1,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2.166625510140153
1,3,43,0,21,0,2010,1,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,24.02965008797987
1,0,32,0,0,0,2010,1,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,-0.00248243569191573
2,10,38,0,18,1,2010,1,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1.9754094708121748
2,9,4,0,18,1,2010,1,5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,3.9861566881630086
2,8,19,1,23,1,2010,1,5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,-1.354018427988997
2,1,8,1,24,1,2010,1,5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,-2.174880673750922
2,0,37,0,22,1,2010,1,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,5.21061495969198
4,5,9,1,24,1,2010,1,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-3.162402985095968
4,2,50,1,25,1,2010,1,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-3.649076798530288
1,11,22,0,22,0,2010,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,-2.4208811299212236
1,7,36,0,19,1,2010,1,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,5.078451949009588
1,4,36,0,19,1,2010,1,6,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0.9612313277576254
2,9,5,1,25,0,2010,1,6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2.8269053067418235
2,8,38,0,0,1,2010,1,6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,-0.00248243569191573
2,7,4,0,0,1,2010,1,6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,-0.00248243569191573
2,6,21,0,18,1,2010,1,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,-19.596223124499062
3,11,7,0,7,1,2010,1,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.46006794403091145
3,9,38,1,25,0,2010,1,6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.43219033380720506
4,11,37,0,19,0,2010,1,6,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,10.152891858188775
4,11,13,0,14,1,2010,1,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2.2199972633427887
1,11,49,0,13,1,2010,1,8,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,-0.8866361064320177
1,10,1,0,20,0,2010,1,8,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.034401307574802774
1,9,55,0,2,1,2010,1,8,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,-0.11753814352141709
1,6,12,0,19,1,2010,1,8,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,4.383934549532625
1,5,2,1,22,0,2010,1,8,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1.1756099289062123
2,3,45,0,17,0,2010,1,8,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,-1.4202630402438168
3,11,3,0,18,1,2010,1,8,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,8.75670809771196
3,9,58,0,20,0,2010,1,8,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,-1.0733831967488525
3,6,50,0,20,0,2010,1,8,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.9831456240512856
4,5,3,1,25,1,2010,1,8,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.1803560157688226
1,9,10,0,2,0,2010,1,11,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.04367801380609668
1,8,16,0,2,1,2010,1,11,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,-0.12047381984057334
1,3,30,0,19,0,2010,1,11,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,2.0171065385381275
3,11,13,0,15,1,2010,1,11,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0.690948405085683
3,6,53,0,17,1,2010,1,11,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0.03854343704212983
3,3,50,0,2,0,2010,1,11,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.008735602761219336
3,2,47,0,18,0,2010,1,11,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,-3.6405994266114363
4,4,50,0,19,1,2010,1,11,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,-2.139892693454055
4,2,5,1,26,1,2010,1,11,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.046748364153421
4,0,0,1,34,0,2010,1,11,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.8752084453628562
1,8,37,0,13,0,2010,1,13,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0.8027159788181097
1,0,57,1,26,0,2010,1,13,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-1.7995136729592023
2,2,45,1,25,0,2010,1,13,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-3.000709172578122
3,10,56,1,25,1,2010,1,13,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-4.740842756181968
3,7,8,0,19,0,2010,1,13,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-2.5540654728322596
3,6,42,0,19,0,2010,1,13,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,-4.339174254642389
3,3,52,0,2,0,2010,1,13,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,-0.06020246375487216
3,2,20,1,23,1,2010,1,13,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,-1.1741920822761402
3,0,38,1,26,1,2010,1,13,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-1.140877336119352
1,10,57,0,1,1,2010,1,15,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.08866840860034336
1,8,57,0,20,0,2010,1,15,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-2.272314559415285
1,2,0,1,25,0,2010,1,15,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-1.909486450564068
2,8,21,0,2,1,2010,1,15,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,-0.10211833633375594
2,5,26,0,2,0,2010,1,15,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,-0.14742853545707132
2,2,25,0,14,0,2010,1,15,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.20177975079047308
2,1,11,0,14,1,2010,1,15,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.2824916511066623
2,0,39,0,20,1,2010,1,15,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1.4060409941558931
2,0,0,1,34,0,2010,1,15,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-0.6742640163769575
3,7,16,0,2,0,2010,1,15,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.12416554305301568
3,2,38,0,0,1,2010,1,15,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,-0.00248243569191573
4,9,24,1,24,1,2010,1,15,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-24.52272513260379
4,7,31,0,16,0,2010,1,15,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,-2.127271274987921
4,2,47,0,16,0,2010,1,15,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0.9177450951226116
4,0,0,1,26,0,2010,1,15,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.3641149752313966
1,8,26,0,5,0,2010,1,18,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.3199090426903155
1,5,8,1,27,0,2010,1,18,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.3407018494757242
1,3,19,0,17,0,2010,1,18,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,3.005198255111492
2,11,46,1,26,1,2010,1,18,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.6980767126006147
2,11,23,0,21,0,2010,1,18,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.35990273459184047
2,9,35,1,26,0,2010,1,18,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.009934948982639503
2,3,9,0,11,0,2010,1,18,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.6475806592525618
2,3,2,1,26,1,2010,1,18,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-0.8657233879589854
3,9,25,0,19,1,2010,1,18,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,-0.9391543664169597
3,6,52,1,22,1,2010,1,18,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,-1.1716688870535668
3,1,23,1,27,1,2010,1,18,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4.221767889535732
4,11,36,0,18,0,2010,1,18,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,3.7190724377551656
4,10,44,0,17,1,2010,1,18,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3.9786170026478955
4,3,51,1,26,1,2010,1,18,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.5284115027359811
4,0,32,1,26,0,2010,1,18,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.29095256784208806
1,4,49,0,21,1,2010,1,20,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,-12.954260000748372
1,0,36,0,19,0,2010,1,20,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,-3.456550383680866
1,0,3,1,28,0,2010,1,20,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.6678964345207246
2,10,35,0,18,0,2010,1,20,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0.9259485130845673
2,4,13,1,26,0,2010,1,20,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.2960649077288511
2,0,47,1,26,0,2010,1,20,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-1.7456550783524971
3,10,26,0,3,0,2010,1,20,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0.07768334268613662
3,8,27,1,23,1,2010,1,20,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,-1.1144724392591023
3,7,15,0,14,1,2010,1,20,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,-0.7527460135928216
3,4,40,0,17,0,2010,1,20,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,-0.9181952646887775
4,9,37,1,25,0,2010,1,20,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.23446073300205786
4,8,58,0,16,1,2010,1,20,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0.7652574853171407
4,7,57,0,19,0,2010,1,20,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,-2.5540654728322596
4,5,1,0,0,0,2010,1,20,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.03386054732424456
4,3,44,1,25,0,2010,1,20,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.07348769243348083
4,2,43,1,23,1,2010,1,20,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.5790475560274277
