MIN,FGM,FGA,FG3M,FG3A,FTM,FTA,OREB,DREB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,PLAYER_NAME,TEAM_ABBREVIATION
1.7134875026044012,1.228644579633668,0.6286975055381101,-1.1747008928388296,-1.2431572863174662,0.2658389659047453,1.0576479657358564,5.160214750400745,1.0042725726022195,-0.29012138885759464,0.7536237847634273,2.239202168542929,1.3494250042901594,0.7915741307211708,1.3178447457984208,1.2951998429573253,0.7857606307532997,1.7743546016871574,Steven Adams,OKC
0.5354619979023593,0.0474843758287633,-0.2781250471057837,-1.12700005199062,-1.164024148361777,0.45492944374494065,0.5548843004467116,1.550665349782167,1.4514974895489876,0.15055205859598192,0.5248912017242825,0.7122118151277077,1.0065928955849084,-0.050347955974812675,1.299203893909089,0.8206590851219564,-0.01392726994027543,0.011891701824687876,Bam Adebayo,MIA
1.7405642245563746,2.421557621287378,2.0605225886600476,-1.0156980900114643,-0.9996707079922685,2.1851073159827283,1.9717637208070289,2.9242106969202095,1.8845247900847473,0.223997633171578,0.9006661595743061,-0.21726057390764414,2.3155882197322306,0.5700156868538068,0.8518234485651277,2.253586079369933,2.091847202070775,0.34235349554890093,LaMarcus Aldridge,SAS
0.8209469088274244,0.37068741667090144,-0.04791003374108001,-1.0792992111424105,-0.9814092146178788,0.7480196843972435,0.9510011276442196,1.965923245428552,1.799339091618696,-0.3929451932634292,0.23080645210252485,-0.21726057390764414,2.7207534391111636,0.7029507531742252,0.9450277080117863,1.2021526355386254,0.2899119324340645,-0.658610488340382,Jarrett Allen,BKN
1.125672249461206,-0.08767325943249446,0.022277470333524778,0.35172601430387773,0.44907443304265754,0.3036570614727844,0.1511498419569438,0.7041781009645356,1.9200188311122686,-0.43701253800878687,-0.27567283891272437,0.6126254877310628,0.009263124805996196,-0.1389713335217583,0.18075278054918556,0.0855861465142282,0.051482558348644965,1.7504080948955478,Al-Farouq Aminu,POR
-1.720603645316037,-1.2218221118421793,-1.2017926007275825,-0.7930941660531527,-0.7866199519577206,-0.8687039011364269,-0.9000832763749044,-0.7013101612232294,-1.1892591628985951,-1.0319216920711152,-1.0762368795497312,-0.9143648656841581,-0.6140679819308239,-1.0252051089912146,-1.5901281489373285,-1.0309803425101691,-1.1765342179143121,-0.46703843400750494,Justin Anderson,ATL
-0.44704285162967417,-0.7164500843435632,-0.8677000813324639,-1.0315983702942009,-1.048368023657308,-0.7647041383243194,-0.679171968899371,-0.3179951806265662,-0.17412958951148672,-0.26074315902735623,-0.5044054219518691,0.14788929321338695,0.13392934615336022,-0.8036466651238505,-0.3971136280200979,-0.7332292787703298,-0.8220551484775822,-0.37125240684106636,Kyle Anderson,MEM
1.2292410343302063,2.638985121490271,1.8583825769251858,-0.3478863181365298,-0.019637230233347965,3.612740423676203,4.058994694886206,1.454836604633001,3.6308316086387937,1.913245848410288,2.926583323635303,1.4093161069042217,2.409087885742754,3.0071585693948117,1.8397885986997091,3.863302767713439,2.655215723139863,3.0339408589258245,Giannis Antetokounmpo,MIL
-0.33690922781531457,-0.5225282598382803,-0.5083400604704874,-0.10938211389548178,-0.025724394691477904,-0.7741586622163292,-0.6944072314838906,-0.15828060537795655,-0.628453314663759,-0.8556523130896846,-0.5534195468888288,-0.1176742465109993,-0.3335689838992549,-0.006036267201339862,0.12483022488119037,-0.7425339995121998,-0.5625258297828336,-0.32335939325784707,OG Anunoby,TOR
0.6112820075116231,-0.49902258414067024,-0.4690350581887087,0.1132218100628297,0.06558307218047123,-0.2730688959398115,-0.3897019797934998,-0.6533957886486464,-0.25221647977203354,0.7748394424885487,-0.42271521372360316,0.513039160334418,-0.894566979962393,-0.6707115988034321,0.7026966334504738,-0.18425075500000115,-0.40427624521286487,-1.2860089662805547,Ryan Arcidiacono,CHI
-0.1613399776379704,-0.37561778672821755,-0.2135525433571473,0.3358257340211412,0.5403818999146067,-0.22579627647976264,-0.2449669852405642,-0.5415955859746198,-0.25221647977203354,0.011005466902349327,-0.3573630471409904,0.11469385074783867,-0.6140679819308239,-0.5377765324830136,-0.8817757771427228,-0.3145168453861808,-0.275566583095957,-0.3473059000494567,Trevor Ariza,WAS
1.0902740105576616,0.2707882949560587,0.25810748402419686,0.9082358241996564,0.6377765312446857,0.5967473021250872,0.4253845684782955,-0.42979538330059297,-0.46518072593716114,1.9279349633254075,0.6392574932438548,0.0814984082822904,-0.894566979962393,0.4370806205333883,-0.3411910723521028,0.597345787317077,0.44816151700403317,0.7207083028563332,D.J. Augustin,ORL
0.9559568645021542,1.3931843095169385,0.7999550154801458,-1.1747008928388296,-1.2309829574012063,0.21856634644469647,0.2730319426331001,2.477009886224103,1.9768092967563027,-0.28277683140003507,0.6065814099525485,0.3802573904722249,1.0689260062585904,0.4813923093068611,1.4110490052450795,0.5508221836077271,0.8933703482608785,-1.9229860469373712,Deandre Ayton,PHX
-1.2610700361351688,-0.8809898142268335,-0.9210425844291635,-0.5704902420948413,-0.7257483073764213,-0.7930677100003487,-0.8162893321600468,-0.9568534816210048,-1.0401841905830058,-0.8556523130896846,-1.1579270877779972,-1.246319290339641,-0.863400424625552,-0.8036466651238505,-1.1427477035933669,-0.9007142521239894,-0.8853549823055697,-0.19404825658315503,Dwayne Bacon,CHA
